,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
35959,tm133501,Mona Lisa Smile,MOVIE,PG-13,117,2003,0.0,6.5
36028,tm117927,The New Guy,MOVIE,PG-13,88,2002,0.0,5.8
36061,tm36771,Sex Drive,MOVIE,R,109,2008,0.0,6.5
36073,tm52301,Jimmy Neutron: Boy Genius,MOVIE,G,83,2001,0.0,6.0
36131,tm98277,Temple Grandin,MOVIE,,108,2010,0.0,8.2
36178,tm152577,Surrogates,MOVIE,PG-13,89,2009,0.0,6.3
36236,tm34541,The Wrecking Crew,MOVIE,PG,101,2008,0.0,7.6
36321,tm118379,The Master of Disguise,MOVIE,PG,80,2002,0.0,3.3
36349,tm105233,Murder by Numbers,MOVIE,R,120,2002,0.0,6.2
36408,tm12,The Matrix Revolutions,MOVIE,R,129,2003,0.0,6.7
36452,tm134833,Down with Love,MOVIE,PG-13,102,2003,0.0,6.3
36473,tm92718,Buried,MOVIE,R,95,2010,0.0,7.0
36496,tm138031,The Uninvited,MOVIE,PG-13,87,2009,0.0,6.3
36550,tm169312,The Brothers Grimm,MOVIE,PG-13,118,2005,0.0,5.9
36575,tm133508,The Missing,MOVIE,R,137,2003,0.0,6.5
36597,tm185218,Doom,MOVIE,R,113,2005,0.0,5.2
36641,tm115611,The Scorpion King,MOVIE,PG-13,92,2002,0.0,5.5
36667,tm83755,The Brothers Solomon,MOVIE,R,93,2007,0.0,5.2
36684,tm33065,Splinter,MOVIE,R,82,2008,0.0,6.1
36740,tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,PG-13,115,2005,0.0,5.1
36809,tm40566,Australia,MOVIE,PG-13,165,2008,0.0,6.6
36876,tm151174,The Boondock Saints II: All Saints Day,MOVIE,R,118,2009,0.0,6.2
36924,tm104229,The Next Three Days,MOVIE,PG-13,133,2010,0.0,7.3
36960,tm27397,Superman Returns,MOVIE,PG-13,154,2006,0.0,6.1
37003,tm34528,The X Files: I Want to Believe,MOVIE,PG-13,104,2008,0.0,5.9
37023,tm37537,Monster's Ball,MOVIE,R,111,2001,0.0,7.1
37082,tm96586,Catwoman,MOVIE,PG-13,104,2004,0.0,3.4
37116,tm2233,12 Rounds,MOVIE,PG-13,108,2009,0.0,5.6
37176,tm178873,Transporter 2,MOVIE,PG-13,87,2005,0.0,6.3
37210,tm45395,Ghost Town,MOVIE,PG-13,102,2008,0.0,6.7
37230,tm55774,Bully,MOVIE,R,113,2001,0.0,6.9
37292,tm36583,Sex and the City,MOVIE,R,145,2008,0.0,5.6
37334,tm108747,Maid in Manhattan,MOVIE,PG-13,105,2002,0.0,5.3
37367,tm24083,For Your Consideration,MOVIE,PG-13,86,2006,0.0,6.3
37388,tm183955,Nanny McPhee,MOVIE,PG,97,2005,0.0,6.6
37411,tm138022,Underworld: Rise of the Lycans,MOVIE,R,92,2009,0.0,6.5
37435,tm164111,Dark Water,MOVIE,PG-13,105,2005,0.0,5.6
37441,tm184756,March of the Penguins,MOVIE,G,80,2005,0.0,7.5
37473,tm141684,World's Greatest Dad,MOVIE,R,99,2009,0.0,6.9
37492,tm32144,We Are Marshall,MOVIE,PG,124,2006,0.0,7.0
37554,tm112860,The Rules of Attraction,MOVIE,R,111,2002,0.0,6.6
37573,tm55814,Conspiracy,MOVIE,R,96,2001,0.0,7.6
37588,tm85087,Mindhunters,MOVIE,R,106,2004,0.0,6.3
37594,tm146988,Capturing the Friedmans,MOVIE,,107,2003,0.0,7.7
37602,tm102394,The Secret World of Arrietty,MOVIE,G,94,2010,0.0,7.6
37639,tm136548,What a Girl Wants,MOVIE,PG,105,2003,0.0,5.8
37651,tm47507,Original Sin,MOVIE,R,118,2001,0.0,6.0
37680,tm35198,The Queen,MOVIE,PG-13,103,2006,0.0,7.3
37696,tm97583,Last Night,MOVIE,R,93,2010,0.0,6.5
37754,tm89935,Jonah Hex,MOVIE,PG-13,81,2010,0.0,4.7
37811,tm81030,The Golden Compass,MOVIE,PG-13,113,2007,0.0,6.1
37834,tm31362,Ultraviolet,MOVIE,PG-13,87,2006,0.0,4.3
37857,tm36634,Wristcutters: A Love Story,MOVIE,R,88,2006,0.0,7.2
37898,tm27160,Deception,MOVIE,R,107,2008,0.0,6.0
37939,tm88216,Shall We Dance?,MOVIE,PG-13,107,2004,0.0,6.1
37995,tm132321,Daddy Day Care,MOVIE,PG,92,2003,0.0,5.6
38025,tm114723,Divine Secrets of the Ya-Ya Sisterhood,MOVIE,PG-13,116,2002,0.0,6.0
38041,tm161134,The Fog,MOVIE,PG-13,100,2005,0.0,3.7
38085,tm101073,Killers,MOVIE,PG-13,100,2010,0.0,5.4
38104,tm26071,The Omen,MOVIE,R,110,2006,0.0,5.5
38148,tm134606,Ghosts of Girlfriends Past,MOVIE,PG-13,115,2009,0.0,5.8
38216,tm129056,The Cooler,MOVIE,R,101,2003,0.0,6.9
38252,tm57186,Two Lovers,MOVIE,R,110,2008,0.0,7.0
38291,tm35668,"You, Me and Dupree",MOVIE,PG-13,108,2006,0.0,5.6
38303,tm140640,Frequently Asked Questions About Time Travel,MOVIE,PG-13,83,2009,0.0,7.1
38340,tm38360,The Rocker,MOVIE,PG-13,102,2008,0.0,6.2
38362,tm143774,American Splendor,MOVIE,R,101,2003,0.0,7.4
38379,tm34956,The Wackness,MOVIE,R,99,2008,0.0,7.0
38399,tm144245,The Haunting in Connecticut,MOVIE,PG-13,102,2009,0.0,5.8
38424,tm100704,From Paris with Love,MOVIE,R,92,2010,0.0,6.4
38460,tm89071,Jersey Girl,MOVIE,PG-13,102,2004,0.0,6.2
38474,tm174903,Last Days,MOVIE,R,97,2005,0.0,5.7
38524,tm79984,Rush Hour 3,MOVIE,PG-13,97,2007,0.0,6.2
38552,tm144966,Grey Gardens,MOVIE,PG,104,2009,0.0,7.4
38596,tm83176,After the Sunset,MOVIE,PG-13,97,2004,0.0,6.2
38627,tm34270,The Secret Life of Bees,MOVIE,PG-13,114,2008,0.0,7.2
38649,tm186683,Two for the Money,MOVIE,R,122,2005,0.0,6.2
38652,tm33176,Final Fantasy: The Spirits Within,MOVIE,PG-13,106,2001,0.0,6.4
38681,tm99952,Going the Distance,MOVIE,R,104,2010,0.0,6.3
38701,tm101263,The Conspirator,MOVIE,PG-13,122,2010,0.0,6.9
38724,tm93225,Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,PG,100,2010,0.0,6.9
38768,tm168586,xXx: State of the Union,MOVIE,PG-13,101,2005,0.0,4.4
38796,tm138698,Fired Up!,MOVIE,PG-13,90,2009,0.0,6.1
38837,tm24007,Basic Instinct 2,MOVIE,R,114,2006,0.0,4.3
38871,tm27946,Righteous Kill,MOVIE,R,101,2008,0.0,6.0
38886,tm116967,The Cat Returns,MOVIE,G,75,2002,0.0,7.2
38897,tm45525,Tales from Earthsea,MOVIE,PG-13,115,2006,0.0,6.4
38942,tm140359,View from the Top,MOVIE,PG-13,85,2003,0.0,5.2
39007,tm78821,Mr. Magorium's Wonder Emporium,MOVIE,G,93,2007,0.0,6.2
39021,tm143241,Street Fighter: The Legend of Chun-Li,MOVIE,PG-13,97,2009,0.0,3.7
39077,tm46283,61*,MOVIE,R,129,2001,0.0,7.7
39085,tm34124,Fat Girl,MOVIE,,86,2001,0.0,6.4
39105,tm108302,Don't Be Afraid of the Dark,MOVIE,R,99,2010,0.0,5.5
39117,tm37730,Old Joy,MOVIE,,73,2006,0.0,6.8
39141,tm110027,Hart's War,MOVIE,R,125,2002,0.0,6.3
39161,tm117674,Friday After Next,MOVIE,R,85,2002,0.0,5.7
39167,tm70954,Sleuth,MOVIE,R,86,2007,0.0,6.4
39221,tm91111,The Final Cut,MOVIE,PG-13,95,2004,0.0,6.1
39242,tm176518,Cry_Wolf,MOVIE,PG-13,90,2005,0.0,5.8
39248,tm102621,Magic & Bird: A Courtship of Rivals,MOVIE,,88,2010,0.0,8.3
39270,tm76394,The Water Horse,MOVIE,PG,112,2007,0.0,6.4
39303,tm121029,Welcome to Collinwood,MOVIE,R,86,2002,0.0,6.3
39331,tm68371,Perfect Stranger,MOVIE,R,109,2007,0.0,5.7
39341,ts25656,The Marvelous Misadventures of Flapjack,SHOW,TV-Y7,17,2008,3.0,7.8
39430,tm112879,Changing Lanes,MOVIE,R,99,2002,0.0,6.5
39492,tm141441,Looney Tunes: Back in Action,MOVIE,PG,93,2003,0.0,5.8
39506,tm112006,Dirty Pretty Things,MOVIE,R,93,2002,0.0,7.3
39526,tm36454,Sugar,MOVIE,R,114,2008,0.0,7.2
39556,tm117392,Real Women Have Curves,MOVIE,PG-13,90,2002,0.0,6.9
39585,tm49384,Iris,MOVIE,R,91,2001,0.0,7.0
39607,tm105967,The Gathering Storm,MOVIE,G,94,2002,0.0,7.4
39643,tm45476,The Animal,MOVIE,PG-13,84,2001,0.0,4.8
39668,tm136150,Rugrats Go Wild,MOVIE,PG,81,2003,0.0,5.5
39688,tm31194,The Spirit,MOVIE,PG-13,103,2008,0.0,4.7
39703,ts22273,Tom Goes to the Mayor,SHOW,TV-PG,11,2004,2.0,6.7
39723,tm103227,Yogi Bear,MOVIE,PG,80,2010,0.0,4.6
39750,tm80704,The Forgotten,MOVIE,PG-13,91,2004,0.0,5.8
39758,tm87062,Something the Lord Made,MOVIE,PG,110,2004,0.0,8.1
39787,tm134033,Madea Goes to Jail,MOVIE,PG-13,103,2009,0.0,4.4
39848,tm134190,Stuck on You,MOVIE,PG-13,119,2003,0.0,5.8
39876,tm54353,The Sisterhood of the Traveling Pants 2,MOVIE,PG-13,117,2008,0.0,6.2
39933,tm85794,Bridget Jones: The Edge of Reason,MOVIE,R,108,2004,0.0,5.9
39963,tm101890,Rabbit Hole,MOVIE,PG-13,94,2010,0.0,7.0
39993,tm74269,Nancy Drew,MOVIE,PG,99,2007,0.0,5.9
40020,tm143645,Alex & Emma,MOVIE,PG-13,96,2003,0.0,5.5
40032,tm152458,Taking Chance,MOVIE,,77,2009,0.0,7.4
40048,tm179400,Prime,MOVIE,PG-13,102,2005,0.0,6.2
40067,tm152567,Into the Storm,MOVIE,PG,100,2009,0.0,7.1
40098,tm134699,Brooklyn's Finest,MOVIE,R,133,2010,0.0,6.7
40137,tm25895,Madea's Family Reunion,MOVIE,PG-13,110,2006,0.0,5.1
40188,tm98508,Sex and the City 2,MOVIE,R,146,2010,0.0,4.5
40232,tm110295,Undisputed,MOVIE,R,96,2002,0.0,6.1
40268,tm49000,Impostor,MOVIE,R,102,2001,0.0,6.2
40298,tm105088,Igby Goes Down,MOVIE,R,97,2002,0.0,6.9
40320,tm21458,Zoom,MOVIE,PG,83,2006,0.0,4.3
40337,tm78439,Why Did I Get Married?,MOVIE,PG-13,113,2007,0.0,5.8
40362,tm76385,War,MOVIE,R,103,2007,0.0,6.2
40375,tm183177,Diary of a Mad Black Woman,MOVIE,PG-13,116,2005,0.0,5.6
40402,tm138256,Duplex,MOVIE,PG-13,89,2003,0.0,7.2
40422,tm134661,Just Married,MOVIE,PG-13,95,2003,0.0,5.4
40439,tm183765,Hostage,MOVIE,R,115,2005,0.0,6.5
40474,tm72682,Bury My Heart at Wounded Knee,MOVIE,,125,2007,0.0,7.1
40508,tm23909,Dane Cook: Vicious Circle,MOVIE,R,132,2006,0.0,6.6
40512,tm55883,We Stand Alone Together: The Men of Easy Company,MOVIE,PG,78,2001,0.0,8.6
40542,tm181725,Man of the House,MOVIE,PG-13,96,2005,0.0,5.4
40586,tm92781,For Colored Girls,MOVIE,R,134,2010,0.0,6.1
40627,tm130875,Cradle 2 the Grave,MOVIE,R,101,2003,0.0,5.9
40649,tm86979,Chris Rock: Never Scared,MOVIE,,80,2004,0.0,8.0
40666,tm150437,Balls Out: Gary the Tennis Coach,MOVIE,R,87,2009,0.0,5.4
40702,tm25742,Starter for 10,MOVIE,PG-13,92,2006,0.0,6.7
40708,tm152729,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,MOVIE,,90,2009,0.0,7.0
40764,tm95501,You Don't Know Jack,MOVIE,R,134,2010,0.0,6.7
40784,tm183239,An American Haunting,MOVIE,PG-13,83,2005,0.0,5.0
40806,tm30577,Recount,MOVIE,PG-13,116,2008,0.0,7.3
40808,tm97396,Carrie Fisher: Wishful Drinking,MOVIE,,75,2010,0.0,7.4
40831,tm32049,Van Wilder 2: The Rise of Taj,MOVIE,R,97,2006,0.0,4.8
40860,tm87234,Maria Full of Grace,MOVIE,R,101,2004,0.0,7.4
40881,tm94347,Furry Vengeance,MOVIE,PG,92,2010,0.0,3.8
40896,tm166246,Are We There Yet?,MOVIE,PG,95,2005,0.0,4.7
40953,tm87965,Little Black Book,MOVIE,PG-13,111,2004,0.0,5.3
40983,tm165609,Racing Stripes,MOVIE,PG,102,2005,0.0,5.2
41004,tm26793,Little Man,MOVIE,PG-13,98,2006,0.0,4.4
41037,tm28679,Fay Grim,MOVIE,R,118,2006,0.0,6.1
41060,tm29667,As You Like It,MOVIE,PG,127,2006,0.0,6.1
41087,ts33361,Xavier: Renegade Angel,SHOW,TV-MA,11,2007,2.0,7.7
41099,tm112750,Vampires: Los Muertos,MOVIE,R,93,2002,0.0,4.6
41140,tm38781,Wit,MOVIE,PG-13,99,2001,0.0,8.0
41177,tm81928,Laws of Attraction,MOVIE,PG-13,90,2004,0.0,5.8
41190,tm30554,El cantante,MOVIE,R,116,2006,0.0,5.4
41220,tm42730,Revanche,MOVIE,,121,2008,0.0,7.5
41239,tm80927,Strip Search,MOVIE,,85,2004,0.0,6.2
41250,tm134243,Ondine,MOVIE,PG-13,111,2009,0.0,6.8
41296,tm79740,Reservation Road,MOVIE,R,102,2007,0.0,6.6
41325,tm97357,The Extra Man,MOVIE,R,108,2010,0.0,5.8
41362,tm142075,Le Divorce,MOVIE,PG-13,117,2003,0.0,4.9
41380,tm80042,Rocket Science,MOVIE,R,101,2007,0.0,6.6
41404,tm112998,The Wild Thornberrys Movie,MOVIE,PG,85,2002,0.0,5.6
41441,tm37320,Happily N'Ever After,MOVIE,PG,87,2007,0.0,4.5
41469,tm45576,La Ciénaga,MOVIE,R,103,2001,0.0,7.0
41482,tm163430,Santa's Slay,MOVIE,R,78,2005,0.0,5.3
41524,tm48975,The Accidental Spy,MOVIE,PG-13,108,2001,0.0,5.8
41539,tm89147,Iron Jawed Angels,MOVIE,,125,2004,0.0,7.4
41565,tm29990,Igor,MOVIE,PG,87,2008,0.0,5.9
41594,tm129627,How to Deal,MOVIE,PG-13,99,2003,0.0,5.5
41640,tm82836,Daddy's Little Girls,MOVIE,PG-13,100,2007,0.0,5.7
41647,tm96442,Princess Ka'iulani,MOVIE,PG,130,2010,0.0,6.1
41658,tm185420,Dope Sick Love,MOVIE,,93,2005,0.0,7.4
41671,tm80812,Things We Lost in the Fire,MOVIE,R,113,2007,0.0,7.1
41697,tm107901,Stealing Harvard,MOVIE,PG-13,85,2002,0.0,5.1
41699,tm73633,Dave Attell: Captain Miserable,MOVIE,,58,2007,0.0,6.8
41710,tm146099,I Can Do Bad All By Myself,MOVIE,PG-13,113,2009,0.0,4.5
41722,tm103706,Why Did I Get Married Too?,MOVIE,PG-13,121,2010,0.0,4.6
41757,tm89836,Catch That Kid,MOVIE,PG,92,2004,0.0,5.2
41758,tm21185,Thin,MOVIE,PG-13,102,2006,0.0,7.4
41769,tm43081,Frozen River,MOVIE,R,97,2008,0.0,7.1
41798,tm83739,Broken English,MOVIE,PG-13,97,2007,0.0,6.3
41809,tm73380,Teen Titans: Trouble in Tokyo,MOVIE,G,75,2006,0.0,7.0
41818,tm87404,Everyday People,MOVIE,,91,2004,0.0,6.5
41822,ts18292,12 oz. Mouse,SHOW,TV-MA,11,2005,3.0,6.5
41845,tm77404,The Life Before Her Eyes,MOVIE,R,89,2007,0.0,6.3
41865,tm73130,Are We Done Yet?,MOVIE,PG,92,2007,0.0,4.2
41867,tm185476,Whoopi Goldberg: Back to Broadway,MOVIE,,88,2005,0.0,7.9
41877,tm41011,Leonard Cohen: I'm Your Man,MOVIE,PG-13,98,2006,0.0,6.8
41942,tm46348,Dr. Dolittle 2,MOVIE,PG,87,2001,0.0,4.7
41964,tm19694,The Beales of Grey Gardens,MOVIE,,91,2006,0.0,7.2
42036,tm101596,Barry Munday,MOVIE,R,95,2010,0.0,5.8
42074,tm113510,Path to War,MOVIE,,165,2003,0.0,7.3
42100,tm77370,Godsend,MOVIE,PG-13,102,2004,0.0,4.8
42113,tm90801,Control Room,MOVIE,,84,2004,0.0,7.7
42126,tm129730,And Starring Pancho Villa as Himself,MOVIE,,112,2003,0.0,6.5
42128,tm55092,The Iceman Confesses: Secrets of a Mafia Hitman,MOVIE,,43,2001,0.0,7.6
42146,tm50584,Einstein and Eddington,MOVIE,PG-13,94,2008,0.0,7.2
42178,tm54947,Smart People,MOVIE,R,95,2008,0.0,6.1
42180,tm150549,Jim Jefferies: I Swear to God,MOVIE,,58,2009,0.0,8.1
42228,tm151078,Not Easily Broken,MOVIE,PG-13,99,2009,0.0,6.0
42240,tm21350,Pu-239,MOVIE,R,97,2006,0.0,6.8
42280,tm104339,The Laramie Project,MOVIE,,91,2002,0.0,7.1
42291,tm102092,The Special Relationship,MOVIE,,93,2010,0.0,6.7
42298,tm77177,Capturing Mary,MOVIE,,100,2007,0.0,6.7
42299,tm65792,Have You Seen Andy?,MOVIE,,80,2003,0.0,6.8
42301,tm92367,The Fence (La Barda),MOVIE,,36,2010,0.0,6.9
42306,tm70435,No End in Sight,MOVIE,,102,2007,0.0,8.2
42358,tm172690,Warm Springs,MOVIE,,121,2005,0.0,7.4
42379,tm41365,Space Chimps,MOVIE,G,81,2008,0.0,4.5
42385,tm89573,Yesterday,MOVIE,R,96,2004,0.0,7.5
42397,tm36246,Bernard and Doris,MOVIE,,103,2006,0.0,6.5
42412,tm140790,Scooby-Doo! The Mystery Begins,MOVIE,PG,82,2009,0.0,5.3
42427,tm56516,What's the Worst That Could Happen?,MOVIE,PG-13,94,2001,0.0,5.4
42441,tm61054,Dinner with Friends,MOVIE,R,99,2001,0.0,6.2
42471,tm142981,Wrong Turn at Tahoe,MOVIE,R,91,2009,0.0,6.0
42494,tm138489,The Answer Man,MOVIE,R,95,2009,0.0,6.4
42510,tm116926,Dead Heat,MOVIE,R,120,2002,0.0,5.2
42523,tm85312,Dirty War,MOVIE,,90,2004,0.0,6.5
42539,tm94235,Scooby-Doo! Curse of the Lake Monster,MOVIE,PG,80,2010,0.0,4.8
42568,tm55708,Chris Rock: Kill the Messenger,MOVIE,,79,2008,0.0,7.6
42579,tm119950,City of Ghosts,MOVIE,R,116,2002,0.0,5.9
42581,tm92918,Wartorn: 1861-2010,MOVIE,,90,2010,0.0,7.8
42599,tm80503,Bob Saget: That Ain't Right,MOVIE,,60,2007,0.0,6.0
42608,tm70321,Autism: The Musical,MOVIE,,93,2007,0.0,7.7
42626,tm161811,Sometimes in April,MOVIE,,140,2005,0.0,7.8
42658,tm147321,Boy Interrupted,MOVIE,,92,2009,0.0,7.8
42728,tm144223,Which Way Home,MOVIE,,90,2009,0.0,7.8
42750,tm62922,Ben 10: Race Against Time,MOVIE,PG,67,2008,0.0,4.1
42752,tm77236,Ghosts of Abu Ghraib,MOVIE,,78,2007,0.0,7.7
42764,ts7916,Epitaphs,SHOW,TV-MA,47,2004,2.0,7.9
42781,tm70105,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,MOVIE,,86,2007,0.0,8.3
42793,tm71438,Joe's Palace,MOVIE,,108,2007,0.0,6.8
42799,tm193717,Tracey Ullman: Live and Exposed,MOVIE,,74,2005,0.0,6.9
42833,tm138259,Happily N'Ever After 2,MOVIE,,75,2009,0.0,3.6
42853,tm104883,Lottery Ticket,MOVIE,PG-13,99,2010,0.0,5.0
42860,tm91136,The Fever,MOVIE,R,83,2004,0.0,5.6
42869,tm118448,Journeys with George,MOVIE,,79,2002,0.0,6.8
42879,tm656353,Foster's Home for Imaginary Friends: Destination Imagination,MOVIE,PG,66,2008,0.0,7.7
42881,tm36942,Baghdad ER,MOVIE,,64,2006,0.0,8.0
42884,tm79472,Jim Norton: Monster Rain,MOVIE,R,60,2007,0.0,7.1
42888,tm91958,The Iceman and the Psychiatrist,MOVIE,,48,2004,0.0,7.7
42890,tm146607,"George Lopez: Tall, Dark & Chicano",MOVIE,,90,2009,0.0,5.3
42927,tm129659,Shrink,MOVIE,R,104,2009,0.0,6.6
42936,tm85504,Coma,MOVIE,PG,120,2007,0.0,7.6
42938,tm34866,Wide Awake,MOVIE,R,79,2006,0.0,6.6
42940,tm81063,Ellen DeGeneres: Here and Now,MOVIE,,60,2003,0.0,7.6
42942,tm47108,Dana Carvey: Squatting Monkeys Tell No Lies,MOVIE,R,55,2008,0.0,7.0
42961,tm211819,Addiction,MOVIE,,86,2007,0.0,5.9
42970,tm185595,Twist of Faith,MOVIE,,87,2004,0.0,7.2
42984,tm92904,Heir To An Execution,MOVIE,,99,2004,0.0,7.0
43001,tm34202,Boycott,MOVIE,PG,118,2001,0.0,7.1
43005,tm102502,"Bill Maher: ""... But I'm Not Wrong""",MOVIE,,79,2010,0.0,6.9
43023,tm43061,Codename: Kids Next Door - Operation Z.E.R.O.,MOVIE,,73,2006,0.0,7.5
43025,tm134515,Bill Maher: Victory Begins at Home,MOVIE,,60,2003,0.0,7.1
43038,tm77390,Life Support,MOVIE,,90,2007,0.0,6.6
43041,tm35066,Heidi Fleiss: The Would-be Madam of Crystal,MOVIE,,70,2008,0.0,5.1
43048,tm87614,Indian Point: Imagining the Unimaginable,MOVIE,,45,2004,0.0,5.7
43050,tm305439,A Rape in a Small Town: The Florence Holway Story,MOVIE,,72,2005,0.0,7.4
43083,tm152537,Super Capers,MOVIE,PG,98,2009,0.0,3.2
43090,tm137735,"Lucía, Lucía",MOVIE,R,110,2003,0.0,6.0
43094,tm91732,For Neda,MOVIE,,67,2010,0.0,7.8
43104,tm61111,The Last Truck: Closing of a GM Plant,MOVIE,,40,2009,0.0,6.8
43108,tm23482,"Lewis Black: Red, White & Screwed",MOVIE,,58,2006,0.0,7.7
43114,tm148945,When I Knew,MOVIE,,36,2009,0.0,6.5
43116,ts30164,If God Is Willing and da Creek Don't Rise,SHOW,TV-MA,72,2010,1.0,7.3
43120,tm102701,12th & Delaware,MOVIE,,90,2010,0.0,7.3
43129,tm152580,By the People: The Election of Barack Obama,MOVIE,,116,2009,0.0,6.1
43133,tm100098,Homeless: The Motel Kids of Orange County,MOVIE,,60,2010,0.0,6.4
43134,tm149509,The Trials of Ted Haggard,MOVIE,,44,2009,0.0,6.6
43136,tm112715,The Vagina Monologues,MOVIE,,76,2002,0.0,6.3
43147,tm39923,Cedric the Entertainer: Taking You Higher,MOVIE,,60,2006,0.0,6.5
43163,tm42585,"Thank You, Mr. President: Helen Thomas at the White House",MOVIE,,43,2008,0.0,6.9
43174,tm308909,Beah: A Black Woman Speaks,MOVIE,,88,2003,0.0,8.5
43177,tm83047,Bill Maher: The Decider,MOVIE,,60,2007,0.0,7.3
43179,tm82867,D.L. Hughley: Unapologetic,MOVIE,,51,2007,0.0,6.8
43181,tm209660,David McCullough: Painting with Words,MOVIE,,37,2008,0.0,7.4
43194,tm225639,Tracey Ullman in the Trailer Tales,MOVIE,,50,2003,0.0,6.7
43195,tm39830,Section 60: Arlington National Cemetery,MOVIE,,54,2008,0.0,6.8
43197,tm66443,Hear and Now,MOVIE,,84,2007,0.0,7.7
43226,tm31695,Pinochet in Suburbia,MOVIE,,90,2006,0.0,6.2
43228,tm88969,Lewis Black:  Black on Broadway,MOVIE,,58,2004,0.0,8.0
43229,tm75339,Liberty Kid,MOVIE,,92,2007,0.0,6.2
43230,tm168075,I Have Tourette's But Tourette's Doesn't Have Me,MOVIE,,27,2005,0.0,7.7
43237,tm80667,Last Letters Home,MOVIE,,60,2004,0.0,7.1
43240,tm78654,Alive Day Memories: Home from Iraq,MOVIE,,57,2007,0.0,8.0
43263,tm20177,Kiltro,MOVIE,,93,2006,0.0,5.6
43264,tm251820,Shouting Fire: Stories from the Edge of Free Speech,MOVIE,,75,2009,0.0,7.4
43268,tm81621,George Lopez: America's Mexican,MOVIE,R,65,2007,0.0,6.3
43269,tm85271,Hard as Nails,MOVIE,,78,2007,0.0,5.4
43271,tm347411,Bud Greenspan’s Torino 2006: Stories of Olympic Glory,MOVIE,,88,2007,0.0,6.5
43273,tm185086,Richard Jeni: A Big Steaming Pile of Me,MOVIE,,59,2005,0.0,7.4
43275,tm93942,The Spirit of Salsa,MOVIE,,47,2010,0.0,5.9
43283,tm146332,Salt Lake 2002: Stories of Olympic Glory,MOVIE,,120,2003,0.0,6.6
43289,tm181598,Angel Rodriguez,MOVIE,,87,2005,0.0,5.0
43295,tm92422,Tracy Morgan: Black & Blue,MOVIE,,58,2010,0.0,5.4
43297,tm102269,Robert Klein: Unfair & Unbalanced,MOVIE,,60,2010,0.0,6.3
43299,tm28035,Dennis Miller: All In,MOVIE,,57,2006,0.0,5.7
43301,tm144406,Dennis Miller: The Raw Feed,MOVIE,,60,2003,0.0,5.6
43305,tm102966,A Family Is a Family Is a Family: A Rosie O'Donnell Celebration,MOVIE,,41,2010,0.0,6.1
43306,tm364903,Bud Greenspan’s Athens 2004: Stories of Olympic Glory,MOVIE,,96,2005,0.0,6.8
43312,tm31963,Portraits of a Lady,MOVIE,PG-13,40,2008,0.0,6.3
43318,tm84508,Friends of God: A Road Trip with Alexandra Pelosi,MOVIE,,56,2007,0.0,6.6
43320,tm364871,Sydney 2000: Stories of Olympic Glory,MOVIE,,116,2001,0.0,6.8
43327,tm91788,I Can't Do This But I CAN Do That: A Film for Families about Learning Differences,MOVIE,,31,2010,0.0,7.0
43358,tm171488,Robert Klein: The Amorous Busboy of Decatur Avenue,MOVIE,,60,2005,0.0,6.2
43382,tm171820,Getting Played,MOVIE,PG-13,84,2005,0.0,4.6
43383,tm310279,Dirty Driving: Thundercars Of Indiana,MOVIE,,68,2008,0.0,7.0
43388,tm141513,Studs Terkel: Listening to America,MOVIE,,40,2009,0.0,6.7
43444,tm166064,"Crazy, Stupid, Love.",MOVIE,PG-13,118,2011,0.0,7.4
43513,tm161959,Limitless,MOVIE,PG-13,105,2011,0.0,7.4
43567,tm60939,The Perks of Being a Wallflower,MOVIE,PG-13,103,2012,0.0,8.0
43622,tm64834,The Hobbit: An Unexpected Journey,MOVIE,PG-13,169,2012,0.0,7.8
43682,tm32658,Moonrise Kingdom,MOVIE,PG-13,94,2012,0.0,7.8
43715,tm71339,This Is 40,MOVIE,R,134,2012,0.0,6.2
43724,ts32835,Hunter x Hunter,SHOW,TV-14,23,2011,3.0,9.0
43758,tm176439,Rango,MOVIE,PG,112,2011,0.0,7.2
43794,tm168805,The Help,MOVIE,PG-13,146,2011,0.0,8.1
43931,tm158304,Contagion,MOVIE,PG-13,106,2011,0.0,6.8
44001,tm165761,Conan the Barbarian,MOVIE,R,113,2011,0.0,5.1
44038,tm170754,Horrible Bosses,MOVIE,R,98,2011,0.0,6.9
44080,tm63441,Life of Pi,MOVIE,PG,127,2012,0.0,7.9
44117,tm161952,The Lincoln Lawyer,MOVIE,R,119,2011,0.0,7.3
44167,tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,PG-13,129,2011,0.0,7.4
44197,tm173538,Hugo,MOVIE,PG,126,2011,0.0,7.5
44225,tm30036,Game Change,MOVIE,,118,2012,0.0,7.4
44300,tm57798,Taken 2,MOVIE,PG-13,91,2012,0.0,6.2
44334,tm170890,Super 8,MOVIE,PG-13,112,2011,0.0,7.0
44392,tm172381,Battle: Los Angeles,MOVIE,PG-13,116,2011,0.0,5.7
44498,tm177297,Harry Potter and the Deathly Hallows: Part 2,MOVIE,PG-13,130,2011,0.0,8.1
44534,tm166550,War Horse,MOVIE,PG-13,146,2011,0.0,7.2
